filename,model_target,downstream_task,perturbation_technique,codemix_lang,perturb_ratio,before_attack_acc,after_attack_acc,delta_acc,avg_semantic_sim,avg_running_time(s),adv_training,acc_improvement_on_adv_train,acc_adv_training_on_orig,orig_acc_vs_adv,best_epoch
indobert-sentiment-codemixing-ms-adv-0.8.csv,indobert,sentiment,codemixing,ms,0.8,0.91,0.874,0.03600000000000003,0.976610630273819,0.3226744,0.908,0.03400000000000003,0.92,0.010000000000000009,2.0
indobert-sentiment-codemixing-su-adv-0.2.csv,indobert,sentiment,codemixing,su,0.2,0.91,0.892,0.018000000000000016,0.991900328040123,0.3195377999999999,0.902,0.010000000000000009,0.92,0.010000000000000009,0.0
indobert-sentiment-codemixing-su-adv-0.4.csv,indobert,sentiment,codemixing,su,0.4,0.91,0.89,0.020000000000000018,0.9817069993019104,0.2939824,0.912,0.02200000000000002,0.928,0.018000000000000016,0.0
indobert-sentiment-codemixing-su-adv-0.6.csv,indobert,sentiment,codemixing,su,0.6,0.91,0.886,0.02400000000000002,0.9729373632669448,0.3348196,0.912,0.026000000000000023,0.928,0.018000000000000016,0.0
indobert-sentiment-codemixing-su-adv-0.8.csv,indobert,sentiment,codemixing,su,0.8,0.91,0.888,0.02200000000000002,0.9658986678123476,0.2933106,0.918,0.030000000000000027,0.93,0.020000000000000018,0.0
indobertlarge-emotion-codemixing-en-adv-0.2.csv,indobertlarge,emotion,codemixing,en,0.2,0.759090909090909,0.6704545454545454,0.08863636363636362,0.9502693359147418,0.8734393181818182,0.6909090909090909,0.020454545454545503,0.7568181818181818,-0.002272727272727204,0.0
indobertlarge-emotion-codemixing-en-adv-0.4.csv,indobertlarge,emotion,codemixing,en,0.4,0.759090909090909,0.6613636363636364,0.09772727272727266,0.9434024916453796,0.8631513636363637,0.6931818181818182,0.03181818181818186,0.7681818181818182,0.00909090909090915,2.0
indobertlarge-emotion-codemixing-en-adv-0.6.csv,indobertlarge,emotion,codemixing,en,0.6,0.759090909090909,0.6613636363636364,0.09772727272727266,0.9339295303279704,0.5250368181818182,0.6886363636363636,0.027272727272727226,0.759090909090909,0.0,0.0
indobertlarge-emotion-codemixing-en-adv-0.8.csv,indobertlarge,emotion,codemixing,en,0.8,0.759090909090909,0.6590909090909091,0.09999999999999998,0.926963505419818,0.5210502272727273,0.6818181818181818,0.022727272727272707,0.759090909090909,0.0,0.0
indobertlarge-emotion-codemixing-fr-adv-0.2.csv,indobertlarge,emotion,codemixing,fr,0.2,0.759090909090909,0.6431818181818182,0.11590909090909085,0.94513791738586,0.8529154545454546,0.6704545454545454,0.027272727272727226,0.740909090909091,-0.018181818181818077,5.0
indobertlarge-emotion-codemixing-fr-adv-0.4.csv,indobertlarge,emotion,codemixing,fr,0.4,0.759090909090909,0.6295454545454545,0.12954545454545452,0.9339587171646682,0.8324768181818182,0.6590909090909091,0.02954545454545454,0.75,-0.009090909090909038,3.0
indobertlarge-emotion-codemixing-fr-adv-0.6.csv,indobertlarge,emotion,codemixing,fr,0.6,0.759090909090909,0.634090909090909,0.125,0.9207725510678508,0.4446227272727273,0.6818181818181818,0.04772727272727273,0.759090909090909,0.0,5.0
indobertlarge-emotion-codemixing-fr-adv-0.8.csv,indobertlarge,emotion,codemixing,fr,0.8,0.759090909090909,0.6386363636363637,0.12045454545454537,0.9085487434132532,0.4566697727272727,0.675,0.036363636363636376,0.7659090909090909,0.006818181818181834,2.0
indobertlarge-emotion-sr-adv-0.2.csv,indobertlarge,emotion,sr,id,0.2,0.759090909090909,0.634090909090909,0.125,0.9467951405454764,0.8358952272727272,0.6681818181818182,0.03409090909090917,0.7522727272727273,-0.006818181818181723,5.0
indobertlarge-emotion-sr-adv-0.4.csv,indobertlarge,emotion,sr,id,0.4,0.759090909090909,0.6113636363636363,0.1477272727272727,0.9380119373852556,0.7776868181818181,0.6681818181818182,0.05681818181818188,0.7795454545454545,0.020454545454545503,2.0
indobertlarge-emotion-sr-adv-0.6.csv,indobertlarge,emotion,sr,id,0.6,0.759090909090909,0.5818181818181818,0.1772727272727272,0.9283621008423242,0.3808404545454545,0.6545454545454545,0.07272727272727275,0.7545454545454545,-0.004545454545454519,4.0
indobertlarge-emotion-sr-adv-0.8.csv,indobertlarge,emotion,sr,id,0.8,0.759090909090909,0.5659090909090909,0.1931818181818181,0.9213099879297344,0.3852270454545454,0.6409090909090909,0.07499999999999996,0.7636363636363637,0.00454545454545463,0.0
indobertlarge-emotion-codemixing-it-adv-0.2.csv,indobertlarge,emotion,codemixing,it,0.2,0.759090909090909,0.65,0.10909090909090902,0.945024858550592,0.8724009090909091,0.6795454545454546,0.02954545454545454,0.7522727272727273,-0.006818181818181723,4.0
indobertlarge-emotion-codemixing-it-adv-0.4.csv,indobertlarge,emotion,codemixing,it,0.4,0.759090909090909,0.6318181818181818,0.1272727272727272,0.9334957671436396,0.8450406818181818,0.6681818181818182,0.036363636363636376,0.75,-0.009090909090909038,2.0
indobertlarge-emotion-codemixing-it-adv-0.6.csv,indobertlarge,emotion,codemixing,it,0.6,0.759090909090909,0.625,0.13409090909090904,0.920427365871993,0.5296890909090909,0.6681818181818182,0.04318181818181821,0.7568181818181818,-0.002272727272727204,0.0
indobertlarge-emotion-codemixing-it-adv-0.8.csv,indobertlarge,emotion,codemixing,it,0.8,0.759090909090909,0.6204545454545455,0.13863636363636356,0.9095777235247872,0.5262729545454545,0.6636363636363637,0.04318181818181821,0.7659090909090909,0.006818181818181834,2.0
indobertlarge-emotion-codemixing-jw-adv-0.2.csv,indobertlarge,emotion,codemixing,jw,0.2,0.759090909090909,0.6454545454545455,0.11363636363636354,0.9508532254533334,0.8647488636363636,0.6886363636363636,0.0431818181818181,0.7568181818181818,-0.002272727272727204,5.0
indobertlarge-emotion-codemixing-jw-adv-0.4.csv,indobertlarge,emotion,codemixing,jw,0.4,0.759090909090909,0.6431818181818182,0.11590909090909085,0.9453786498443648,0.8415549999999999,0.6909090909090909,0.04772727272727273,0.75,-0.009090909090909038,5.0
indobertlarge-emotion-codemixing-jw-adv-0.6.csv,indobertlarge,emotion,codemixing,jw,0.6,0.759090909090909,0.6522727272727272,0.10681818181818181,0.939417018334974,0.5382156818181819,0.6954545454545454,0.04318181818181821,0.7613636363636364,0.002272727272727315,0.0
indobertlarge-emotion-codemixing-jw-adv-0.8.csv,indobertlarge,emotion,codemixing,jw,0.8,0.759090909090909,0.65,0.10909090909090902,0.934929330443794,0.5405979545454546,0.6909090909090909,0.040909090909090895,0.75,-0.009090909090909038,0.0
indobertlarge-emotion-codemixing-ms-adv-0.2.csv,indobertlarge,emotion,codemixing,ms,0.2,0.759090909090909,0.65,0.10909090909090902,0.9543065707791936,0.8562427272727272,0.6977272727272728,0.04772727272727273,0.7659090909090909,0.006818181818181834,5.0
indobertlarge-emotion-codemixing-ms-adv-0.4.csv,indobertlarge,emotion,codemixing,ms,0.4,0.759090909090909,0.65,0.10909090909090902,0.951755889268084,0.8636013636363636,0.6909090909090909,0.040909090909090895,0.7613636363636364,0.002272727272727315,3.0
indobertlarge-emotion-codemixing-ms-adv-0.6.csv,indobertlarge,emotion,codemixing,ms,0.6,0.759090909090909,0.6545454545454545,0.1045454545454545,0.948946564136581,0.5836234090909092,0.6886363636363636,0.03409090909090906,0.7568181818181818,-0.002272727272727204,4.0
indobertlarge-emotion-codemixing-ms-adv-0.8.csv,indobertlarge,emotion,codemixing,ms,0.8,0.759090909090909,0.6590909090909091,0.09999999999999998,0.947740116681565,0.5725838636363637,0.6931818181818182,0.03409090909090917,0.7704545454545455,0.011363636363636465,2.0
indobertlarge-emotion-codemixing-su-adv-0.2.csv,indobertlarge,emotion,codemixing,su,0.2,0.759090909090909,0.6568181818181819,0.10227272727272718,0.9526470811529592,0.8458652272727273,0.6931818181818182,0.036363636363636376,0.7636363636363637,0.00454545454545463,5.0
indobertlarge-emotion-codemixing-su-adv-0.4.csv,indobertlarge,emotion,codemixing,su,0.4,0.759090909090909,0.6431818181818182,0.11590909090909085,0.9483388113704596,0.8353363636363637,0.6863636363636364,0.04318181818181821,0.740909090909091,-0.018181818181818077,4.0
