,filename,model_target,downstream_task,perturbation_technique,codemix_lang,perturb_ratio,before_attack_acc,after_attack_acc,delta_acc,avg_semantic_sim,avg_running_time(s)
13,indobert-emotion-codemixing-jw-adv-0.4-valid.csv,indobert,emotion,codemixing,jw,0.4,0.7053030303030302,0.49848484848484853,0.2068181818181818,0.9361208938965291,4.905858030303031
14,indobert-emotion-codemixing-jw-adv-0.6-valid.csv,indobert,emotion,codemixing,jw,0.6,0.7053030303030302,0.46893939393939393,0.23636363636363636,0.9121158818629654,6.275068863636363
15,indobert-emotion-codemixing-jw-adv-0.8-valid.csv,indobert,emotion,codemixing,jw,0.8,0.7053030303030302,0.4424242424242424,0.2628787878787879,0.8900097700118116,7.066611969696969
16,indobert-emotion-codemixing-ms-adv-0.2-valid.csv,indobert,emotion,codemixing,ms,0.2,0.7053030303030302,0.6295454545454545,0.07575757575757575,0.9784930590878833,5.079007575757576
17,indobert-emotion-codemixing-ms-adv-0.4-valid.csv,indobert,emotion,codemixing,ms,0.4,0.7053030303030302,0.6045454545454546,0.10075757575757571,0.9593675979610645,5.767113636363637
18,indobert-emotion-codemixing-ms-adv-0.6-valid.csv,indobert,emotion,codemixing,ms,0.6,0.7053030303030302,0.5840909090909091,0.12121212121212117,0.9435657782988116,8.461727272727272
19,indobert-emotion-codemixing-ms-adv-0.8-valid.csv,indobert,emotion,codemixing,ms,0.8,0.7053030303030302,0.581060606060606,0.12424242424242415,0.930156289944143,7.486
20,indobert-emotion-codemixing-su-adv-0.2-valid.csv,indobert,emotion,codemixing,su,0.2,0.7053030303030302,0.568939393939394,0.13636363636363627,0.9730680311268026,5.684984848484848
21,indobert-emotion-codemixing-su-adv-0.4-valid.csv,indobert,emotion,codemixing,su,0.4,0.7053030303030302,0.5060606060606061,0.1992424242424242,0.9475752984032485,5.926916666666666
22,indobert-emotion-codemixing-su-adv-0.6-valid.csv,indobert,emotion,codemixing,su,0.6,0.7053030303030302,0.47348484848484845,0.23181818181818184,0.9228829635815187,7.827439393939394
23,indobert-emotion-codemixing-su-adv-0.8-valid.csv,indobert,emotion,codemixing,su,0.8,0.7053030303030302,0.4515151515151514,0.25378787878787884,0.9005099456870195,7.720075757575757
24,indobert-emotion-sr-adv-0.2-valid.csv,indobert,emotion,sr,id,0.2,0.7053030303030302,0.6257575757575757,0.07954545454545446,0.9854561330694142,3.762174242424243
25,indobert-emotion-sr-adv-0.4-valid.csv,indobert,emotion,sr,id,0.4,0.7053030303030302,0.5848484848484848,0.12045454545454544,0.9748991702542161,3.7655227272727276
26,indobert-emotion-sr-adv-0.6-valid.csv,indobert,emotion,sr,id,0.6,0.7053030303030302,0.5795454545454546,0.12575757575757565,0.9653430759906768,4.842575757575758
27,indobert-emotion-sr-adv-0.8-valid.csv,indobert,emotion,sr,id,0.8,0.7053030303030302,0.5795454545454546,0.1257575757575757,0.9567444536270518,3.9354393939393937
28,indobert-sentiment-codemixing-en-adv-0.2-valid.csv,indobert,sentiment,codemixing,en,0.2,0.938095238095238,0.8936507936507937,0.044444444444444293,0.9326852709528,10.437055555555554
29,indobert-sentiment-codemixing-en-adv-0.4-valid.csv,indobert,sentiment,codemixing,en,0.4,0.938095238095238,0.8677248677248678,0.0703703703703702,0.868160100367965,10.453174603174604
30,indobert-sentiment-codemixing-en-adv-0.6-valid.csv,indobert,sentiment,codemixing,en,0.6,0.938095238095238,0.8515873015873017,0.08650793650793637,0.8083875939033177,13.261793650793651
31,indobert-sentiment-codemixing-en-adv-0.8-valid.csv,indobert,sentiment,codemixing,en,0.8,0.938095238095238,0.8378306878306878,0.1002645502645501,0.7471692470902647,8.12152380952381
32,indobert-sentiment-codemixing-fr-adv-0.2-valid.csv,indobert,sentiment,codemixing,fr,0.2,0.938095238095238,0.8838624338624338,0.054232804232804105,0.9364611846429329,10.305177248677248
33,indobert-sentiment-codemixing-fr-adv-0.4-valid.csv,indobert,sentiment,codemixing,fr,0.4,0.938095238095238,0.8386243386243386,0.09947089947089936,0.8755162431607171,11.742002645502644
34,indobert-sentiment-codemixing-fr-adv-0.6-valid.csv,indobert,sentiment,codemixing,fr,0.6,0.938095238095238,0.8018518518518519,0.13624338624338606,0.8179337622528827,13.290851851851853
35,indobert-sentiment-codemixing-fr-adv-0.8-valid.csv,indobert,sentiment,codemixing,fr,0.8,0.938095238095238,0.7605820105820106,0.17751322751322737,0.7599011991468686,8.763693121693121
36,indobert-sentiment-codemixing-it-adv-0.2-valid.csv,indobert,sentiment,codemixing,it,0.2,0.938095238095238,0.8753968253968254,0.06269841269841253,0.9485151122289676,9.193026455026455
37,indobert-sentiment-codemixing-it-adv-0.4-valid.csv,indobert,sentiment,codemixing,it,0.4,0.938095238095238,0.8235449735449736,0.11455026455026444,0.9030159822374424,12.975126984126982
38,indobert-sentiment-codemixing-it-adv-0.6-valid.csv,indobert,sentiment,codemixing,it,0.6,0.938095238095238,0.7817460317460317,0.1563492063492062,0.8595017550838372,12.420325396825397
39,indobert-sentiment-codemixing-it-adv-0.8-valid.csv,indobert,sentiment,codemixing,it,0.8,0.938095238095238,0.7441798941798942,0.1939153439153438,0.816520527691122,8.092634920634922
40,indobert-sentiment-codemixing-jw-adv-0.2-valid.csv,indobert,sentiment,codemixing,jw,0.2,0.938095238095238,0.8936507936507937,0.044444444444444266,0.9595022915059297,10.020134920634922
41,indobert-sentiment-codemixing-jw-adv-0.4-valid.csv,indobert,sentiment,codemixing,jw,0.4,0.938095238095238,0.8759259259259259,0.062169312169311965,0.926929672164892,10.391465608465607
42,indobert-sentiment-codemixing-jw-adv-0.6-valid.csv,indobert,sentiment,codemixing,jw,0.6,0.938095238095238,0.8648148148148148,0.07328042328042307,0.8995374780325663,13.869335978835979
43,indobert-sentiment-codemixing-jw-adv-0.8-valid.csv,indobert,sentiment,codemixing,jw,0.8,0.938095238095238,0.8566137566137567,0.08148148148148136,0.8755871833001495,8.484863624338624
44,indobert-sentiment-codemixing-ms-adv-0.2-valid.csv,indobert,sentiment,codemixing,ms,0.2,0.938095238095238,0.9076719576719577,0.0304232804232802,0.97495048927567,9.449232804232805
45,indobert-sentiment-codemixing-ms-adv-0.4-valid.csv,indobert,sentiment,codemixing,ms,0.4,0.938095238095238,0.8968253968253969,0.041269841269841095,0.9535968456003401,10.439748677248678
46,indobert-sentiment-codemixing-ms-adv-0.6-valid.csv,indobert,sentiment,codemixing,ms,0.6,0.938095238095238,0.887037037037037,0.051058201058200935,0.9345584405674822,12.82373544973545
47,indobert-sentiment-codemixing-ms-adv-0.8-valid.csv,indobert,sentiment,codemixing,ms,0.8,0.938095238095238,0.8822751322751322,0.055820105820105693,0.9166399892833498,7.989798941798941
48,indobert-sentiment-codemixing-su-adv-0.2-valid.csv,indobert,sentiment,codemixing,su,0.2,0.938095238095238,0.8973544973544975,0.04074074074074053,0.9685820581263336,9.697619047619048
49,indobert-sentiment-codemixing-su-adv-0.4-valid.csv,indobert,sentiment,codemixing,su,0.4,0.938095238095238,0.8780423280423281,0.060052910052909934,0.9403421977682719,10.488997354497352
50,indobert-sentiment-codemixing-su-adv-0.6-valid.csv,indobert,sentiment,codemixing,su,0.6,0.938095238095238,0.8579365079365079,0.08015873015873003,0.9128183804018789,13.853603174603174
51,indobert-sentiment-codemixing-su-adv-0.8-valid.csv,indobert,sentiment,codemixing,su,0.8,0.938095238095238,0.8473544973544973,0.09074074074074061,0.8866898944690114,8.60326455026455
52,indobert-sentiment-sr-adv-0.2-valid.csv,indobert,sentiment,sr,id,0.2,0.938095238095238,0.9066137566137566,0.03148148148148127,0.9824200695311581,8.254851851851852
53,indobert-sentiment-sr-adv-0.4-valid.csv,indobert,sentiment,sr,id,0.4,0.938095238095238,0.896031746031746,0.04206349206349189,0.9653835290323488,7.405074074074073
54,indobert-sentiment-sr-adv-0.6-valid.csv,indobert,sentiment,sr,id,0.6,0.938095238095238,0.8955026455026455,0.04259259259259244,0.9478729838810901,3.237166825396825
55,indobert-sentiment-sr-adv-0.8-valid.csv,indobert,sentiment,sr,id,0.8,0.938095238095238,0.8833333333333333,0.054761904761904595,0.9303459547341815,2.6657165608465605
56,indobertlarge-emotion-codemixing-en-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,en,0.2,0.7575757575757577,0.653030303030303,0.10454545454545446,0.9506965151338868,6.399613636363636
57,indobertlarge-emotion-codemixing-en-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,en,0.4,0.7575757575757577,0.6242424242424244,0.1333333333333333,0.8954880952835084,6.9834696969696965
58,indobertlarge-emotion-codemixing-en-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,en,0.6,0.7575757575757577,0.6053030303030303,0.15227272727272723,0.84626629257744,8.822424242424242
59,indobertlarge-emotion-codemixing-en-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,en,0.8,0.7575757575757577,0.6053030303030303,0.15227272727272723,0.8202422141577258,11.674621212121211
60,indobertlarge-emotion-codemixing-fr-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,fr,0.2,0.7575757575757577,0.5954545454545456,0.162121212121212,0.9448758924549278,7.777530303030304
61,indobertlarge-emotion-codemixing-fr-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,fr,0.4,0.7575757575757577,0.4946969696969697,0.2628787878787878,0.8881444546760934,6.819704545454545
62,indobertlarge-emotion-codemixing-fr-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,fr,0.6,0.7575757575757577,0.47272727272727266,0.28484848484848485,0.8395871183185867,9.382727272727273
63,indobertlarge-emotion-codemixing-fr-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,fr,0.8,0.7575757575757577,0.4583333333333333,0.2992424242424242,0.8171015345237471,11.534174242424244
64,indobertlarge-emotion-codemixing-it-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,it,0.2,0.7575757575757577,0.5954545454545455,0.1621212121212121,0.9469025546854192,7.303250000000001
65,indobertlarge-emotion-codemixing-it-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,it,0.4,0.7575757575757577,0.5189393939393939,0.23863636363636362,0.8938717481764881,7.158863636363637
66,indobertlarge-emotion-codemixing-it-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,it,0.6,0.7575757575757577,0.481060606060606,0.27651515151515144,0.8423268668805107,7.172964242424243
67,indobertlarge-emotion-codemixing-it-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,it,0.8,0.7575757575757577,0.46515151515151515,0.2924242424242424,0.8206435212131703,10.980295454545455
68,indobertlarge-emotion-codemixing-jw-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,jw,0.2,0.7575757575757577,0.6340909090909091,0.12348484848484846,0.9680492476531954,6.776098484848485
69,indobertlarge-emotion-codemixing-jw-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,jw,0.4,0.7575757575757577,0.5704545454545454,0.18712121212121205,0.9410088176077064,7.5307121212121215
70,indobertlarge-emotion-codemixing-jw-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,jw,0.6,0.7575757575757577,0.5295454545454547,0.22803030303030294,0.9147772988586714,8.921999999999997
71,indobertlarge-emotion-codemixing-jw-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,jw,0.8,0.7575757575757577,0.5090909090909091,0.24848484848484845,0.8904842556426019,9.876295454545454
72,indobertlarge-emotion-codemixing-ms-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,ms,0.2,0.7575757575757577,0.6848484848484849,0.07272727272727268,0.9759361003384446,6.347166666666666
73,indobertlarge-emotion-codemixing-ms-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,ms,0.4,0.7575757575757577,0.6727272727272727,0.0848484848484848,0.9556339076974174,7.343128787878787
74,indobertlarge-emotion-codemixing-ms-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,ms,0.6,0.7575757575757577,0.6583333333333333,0.09924242424242417,0.9379694677212022,8.845333333333334
75,indobertlarge-emotion-codemixing-ms-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,ms,0.8,0.7575757575757577,0.646969696969697,0.1106060606060605,0.92217799917315,9.629765151515153
76,indobertlarge-emotion-codemixing-su-adv-0.2-valid.csv,indobertlarge,emotion,codemixing,su,0.2,0.7575757575757577,0.6371212121212122,0.12045454545454544,0.9707298907818216,6.521348484848485
77,indobertlarge-emotion-codemixing-su-adv-0.4-valid.csv,indobertlarge,emotion,codemixing,su,0.4,0.7575757575757577,0.5909090909090909,0.16666666666666663,0.9446117704113325,7.643280303030303
78,indobertlarge-emotion-codemixing-su-adv-0.6-valid.csv,indobertlarge,emotion,codemixing,su,0.6,0.7575757575757577,0.5499999999999999,0.20757575757575755,0.9181347735000379,9.160181818181819
79,indobertlarge-emotion-codemixing-su-adv-0.8-valid.csv,indobertlarge,emotion,codemixing,su,0.8,0.7575757575757577,0.5303030303030303,0.2272727272727272,0.8931038413535465,10.297340909090911
80,indobertlarge-emotion-sr-adv-0.2-valid.csv,indobertlarge,emotion,sr,id,0.2,0.7575757575757577,0.6704545454545455,0.0871212121212121,0.9835933201240771,4.698977272727272
81,indobertlarge-emotion-sr-adv-0.4-valid.csv,indobertlarge,emotion,sr,id,0.4,0.7575757575757577,0.6446969696969697,0.11287878787878787,0.972820408371362,4.600431818181819
82,indobertlarge-emotion-sr-adv-0.6-valid.csv,indobertlarge,emotion,sr,id,0.6,0.7575757575757577,0.6257575757575757,0.13181818181818178,0.9614272512721294,4.703727272727273
83,indobertlarge-emotion-sr-adv-0.8-valid.csv,indobertlarge,emotion,sr,id,0.8,0.7575757575757577,0.6295454545454545,0.12803030303030297,0.9532613428253116,4.8186136363636365
84,indobertlarge-sentiment-codemixing-en-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,en,0.2,0.9420634920634919,0.9113756613756614,0.030687830687830497,0.9343227043196007,10.471537037037038
85,indobertlarge-sentiment-codemixing-en-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,en,0.4,0.9420634920634919,0.8949735449735451,0.04708994708994693,0.868136049042303,13.852603174603175
86,indobertlarge-sentiment-codemixing-en-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,en,0.6,0.9420634920634919,0.8825396825396825,0.05952380952380946,0.7986339150341571,8.925526455026455
87,indobertlarge-sentiment-codemixing-en-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,en,0.8,0.9420634920634919,0.8756613756613757,0.06640211640211634,0.7480702611090487,10.051256613756612
88,indobertlarge-sentiment-codemixing-fr-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,fr,0.2,0.9420634920634919,0.902910052910053,0.03915343915343897,0.93727019858108,11.108679894179893
89,indobertlarge-sentiment-codemixing-fr-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,fr,0.4,0.9420634920634919,0.8751322751322751,0.0669312169312168,0.8759185427238071,13.915116402116402
90,indobertlarge-sentiment-codemixing-fr-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,fr,0.6,0.9420634920634919,0.846031746031746,0.09603174603174595,0.8095570787590333,9.430730158730158
91,indobertlarge-sentiment-codemixing-fr-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,fr,0.8,0.9420634920634919,0.8177248677248677,0.12433862433862423,0.7581059875942412,10.266201058201057
92,indobertlarge-sentiment-codemixing-it-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,it,0.2,0.9420634920634919,0.8941798941798943,0.04788359788359773,0.951738077890936,11.833978835978835
93,indobertlarge-sentiment-codemixing-it-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,it,0.4,0.9420634920634919,0.8634920634920635,0.07857142857142843,0.9022688769395389,12.189058201058202
94,indobertlarge-sentiment-codemixing-it-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,it,0.6,0.9420634920634919,0.8325396825396826,0.1095238095238094,0.8554435288504002,10.174952380952378
95,indobertlarge-sentiment-codemixing-it-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,it,0.8,0.9420634920634919,0.8023809523809523,0.13968253968253955,0.8156119914163673,10.127619047619048
96,indobertlarge-sentiment-codemixing-jw-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,jw,0.2,0.9420634920634919,0.9121693121693122,0.0298941798941797,0.9617276599206938,8.726021164021164
97,indobertlarge-sentiment-codemixing-jw-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,jw,0.4,0.9420634920634919,0.9044973544973546,0.0375661375661374,0.9297074960337746,14.228846560846561
98,indobertlarge-sentiment-codemixing-jw-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,jw,0.6,0.9420634920634919,0.8931216931216931,0.048941798941798835,0.8982597010633934,10.325145502645503
99,indobertlarge-sentiment-codemixing-jw-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,jw,0.8,0.9420634920634919,0.8899470899470899,0.05211640211640197,0.8750480384028778,13.898669312169313
100,indobertlarge-sentiment-codemixing-ms-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,ms,0.2,0.9420634920634919,0.9214285714285716,0.020634920634920433,0.9757662294876007,11.399761904761904
101,indobertlarge-sentiment-codemixing-ms-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,ms,0.4,0.9420634920634919,0.9153439153439153,0.026719576719576633,0.9550406034345981,13.997801587301588
102,indobertlarge-sentiment-codemixing-ms-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,ms,0.6,0.9420634920634919,0.9095238095238095,0.032539682539682334,0.9334939745525834,9.610666666666667
103,indobertlarge-sentiment-codemixing-ms-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,ms,0.8,0.9420634920634919,0.903968253968254,0.03809523809523797,0.9165374372174185,10.218719576719577
104,indobertlarge-sentiment-codemixing-su-adv-0.2-valid.csv,indobertlarge,sentiment,codemixing,su,0.2,0.9420634920634919,0.9121693121693122,0.029894179894179734,0.9697645536017797,11.710883597883596
105,indobertlarge-sentiment-codemixing-su-adv-0.4-valid.csv,indobertlarge,sentiment,codemixing,su,0.4,0.9420634920634919,0.9042328042328043,0.037830687830687736,0.9406040079142682,9.789066137566138
106,indobertlarge-sentiment-codemixing-su-adv-0.6-valid.csv,indobertlarge,sentiment,codemixing,su,0.6,0.9420634920634919,0.8941798941798943,0.04788359788359773,0.912212165654021,9.677992063492063
107,indobertlarge-sentiment-codemixing-su-adv-0.8-valid.csv,indobertlarge,sentiment,codemixing,su,0.8,0.9420634920634919,0.8894179894179893,0.052645502645502634,0.8871313494980019,10.828047619047618
108,indobertlarge-sentiment-sr-adv-0.2-valid.csv,indobertlarge,sentiment,sr,id,0.2,0.9420634920634919,0.9148148148148149,0.027248677248677133,0.9818325309526351,9.133380952380953
109,indobertlarge-sentiment-sr-adv-0.4-valid.csv,indobertlarge,sentiment,sr,id,0.4,0.9420634920634919,0.9010582010582011,0.04100529100529087,0.9643261649148175,11.273973544973545
110,indobertlarge-sentiment-sr-adv-0.6-valid.csv,indobertlarge,sentiment,sr,id,0.6,0.9420634920634919,0.8931216931216931,0.048941798941798835,0.9463681810589694,5.149291322751323
111,indobertlarge-sentiment-sr-adv-0.8-valid.csv,indobertlarge,sentiment,sr,id,0.8,0.9420634920634919,0.8886243386243385,0.053439153439153335,0.9312158475122438,3.844168677248677
112,mbert-emotion-codemixing-en-adv-0.2-valid.csv,mbert,emotion,codemixing,en,0.2,0.6492424242424243,0.5371212121212121,0.11212121212121207,0.9576906844522015,4.450219696969698
113,mbert-emotion-codemixing-en-adv-0.4-valid.csv,mbert,emotion,codemixing,en,0.4,0.6492424242424243,0.5015151515151516,0.1477272727272727,0.9020538920254418,4.017414924242424
114,mbert-emotion-codemixing-en-adv-0.6-valid.csv,mbert,emotion,codemixing,en,0.6,0.6492424242424243,0.48636363636363633,0.1628787878787879,0.8580147358729984,5.695076893939394
115,mbert-emotion-codemixing-en-adv-0.8-valid.csv,mbert,emotion,codemixing,en,0.8,0.6492424242424243,0.4886363636363636,0.16060606060606064,0.843007375841791,8.603196969696969
116,mbert-emotion-codemixing-fr-adv-0.2-valid.csv,mbert,emotion,codemixing,fr,0.2,0.6492424242424243,0.5106060606060606,0.13863636363636364,0.9438605977730318,4.665092954545454
117,mbert-emotion-codemixing-fr-adv-0.4-valid.csv,mbert,emotion,codemixing,fr,0.4,0.6492424242424243,0.47500000000000003,0.17424242424242423,0.9025076680111163,6.302666666666667
118,mbert-emotion-codemixing-fr-adv-0.6-valid.csv,mbert,emotion,codemixing,fr,0.6,0.6492424242424243,0.44999999999999996,0.19924242424242425,0.8627667342171524,7.947772727272727
119,mbert-emotion-codemixing-fr-adv-0.8-valid.csv,mbert,emotion,codemixing,fr,0.8,0.6492424242424243,0.4621212121212121,0.18712121212121216,0.8438039821657267,10.681363636363637
120,mbert-emotion-codemixing-it-adv-0.2-valid.csv,mbert,emotion,codemixing,it,0.2,0.6492424242424243,0.5053030303030303,0.14393939393939395,0.9460333721655788,5.102846893939394
121,mbert-emotion-codemixing-it-adv-0.4-valid.csv,mbert,emotion,codemixing,it,0.4,0.6492424242424243,0.46893939393939393,0.1803030303030303,0.909293299371546,6.459856060606061
122,mbert-emotion-codemixing-it-adv-0.6-valid.csv,mbert,emotion,codemixing,it,0.6,0.6492424242424243,0.45303030303030295,0.19621212121212125,0.8690727111065026,7.805840909090908
123,mbert-emotion-codemixing-it-adv-0.8-valid.csv,mbert,emotion,codemixing,it,0.8,0.6492424242424243,0.44999999999999996,0.19924242424242425,0.8482589865724246,10.873325757575756
124,mbert-emotion-codemixing-jw-adv-0.2-valid.csv,mbert,emotion,codemixing,jw,0.2,0.6492424242424243,0.5022727272727273,0.14696969696969692,0.9733523324131966,4.693333333333334
125,mbert-emotion-codemixing-jw-adv-0.4-valid.csv,mbert,emotion,codemixing,jw,0.4,0.6492424242424243,0.4348484848484848,0.2143939393939394,0.9416112177073956,4.726526287878788
126,mbert-emotion-codemixing-jw-adv-0.6-valid.csv,mbert,emotion,codemixing,jw,0.6,0.6492424242424243,0.4083333333333334,0.24090909090909088,0.9206739100542936,5.839125454545456
127,mbert-emotion-codemixing-jw-adv-0.8-valid.csv,mbert,emotion,codemixing,jw,0.8,0.6492424242424243,0.3969696969696969,0.25227272727272737,0.8989671455752668,6.596676515151515
128,mbert-emotion-codemixing-ms-adv-0.2-valid.csv,mbert,emotion,codemixing,ms,0.2,0.6492424242424243,0.5530303030303031,0.09621212121212114,0.9796672723510049,4.509234848484849
129,mbert-emotion-codemixing-ms-adv-0.4-valid.csv,mbert,emotion,codemixing,ms,0.4,0.6492424242424243,0.5143939393939394,0.1348484848484848,0.9532120547059811,4.369608181818182
130,mbert-emotion-codemixing-ms-adv-0.6-valid.csv,mbert,emotion,codemixing,ms,0.6,0.6492424242424243,0.5181818181818182,0.13106060606060604,0.9484738443385471,6.526901515151515
131,mbert-emotion-codemixing-ms-adv-0.8-valid.csv,mbert,emotion,codemixing,ms,0.8,0.6492424242424243,0.5136363636363636,0.13560606060606056,0.9366072232073005,7.617916666666666
132,mbert-emotion-codemixing-su-adv-0.2-valid.csv,mbert,emotion,codemixing,su,0.2,0.6492424242424243,0.5189393939393939,0.13030303030303028,0.9749787866617695,4.610954545454546
133,mbert-emotion-codemixing-su-adv-0.4-valid.csv,mbert,emotion,codemixing,su,0.4,0.6492424242424243,0.4598484848484848,0.18939393939393945,0.9435215827416291,4.634830909090909
134,mbert-emotion-codemixing-su-adv-0.6-valid.csv,mbert,emotion,codemixing,su,0.6,0.6492424242424243,0.4621212121212121,0.18712121212121216,0.9307906370271336,6.550083333333333
135,mbert-emotion-codemixing-su-adv-0.8-valid.csv,mbert,emotion,codemixing,su,0.8,0.6492424242424243,0.45909090909090905,0.19015151515151518,0.9110325174349727,7.9668863636363625
136,mbert-emotion-sr-adv-0.2-valid.csv,mbert,emotion,sr,id,0.2,0.6492424242424243,0.5348484848484849,0.11439393939393933,0.9860128074432865,3.2379242424242434
137,mbert-emotion-sr-adv-0.4-valid.csv,mbert,emotion,sr,id,0.4,0.6492424242424243,0.4765151515151515,0.17272727272727273,0.9654448480768637,2.7372612878787876
138,mbert-emotion-sr-adv-0.6-valid.csv,mbert,emotion,sr,id,0.6,0.6492424242424243,0.47878787878787876,0.1704545454545455,0.9575486783728455,2.5946229545454544
139,mbert-emotion-sr-adv-0.8-valid.csv,mbert,emotion,sr,id,0.8,0.6492424242424243,0.47651515151515156,0.1727272727272727,0.9590729073141558,3.607454545454546
140,mbert-sentiment-codemixing-en-adv-0.2-valid.csv,mbert,sentiment,codemixing,en,0.2,0.8984126984126984,0.847089947089947,0.051322751322751305,0.9371706443488913,8.42520105820106
141,mbert-sentiment-codemixing-en-adv-0.4-valid.csv,mbert,sentiment,codemixing,en,0.4,0.8984126984126984,0.8206349206349207,0.07777777777777779,0.871386279883208,7.502317460317461
142,mbert-sentiment-codemixing-en-adv-0.6-valid.csv,mbert,sentiment,codemixing,en,0.6,0.8984126984126984,0.8095238095238096,0.08888888888888884,0.8072322306198575,6.310959259259259
143,mbert-sentiment-codemixing-en-adv-0.8-valid.csv,mbert,sentiment,codemixing,en,0.8,0.8984126984126984,0.817989417989418,0.08042328042328044,0.775617502221749,10.55575925925926
